18,171,254,158,255,189,194,204,0,0,0,0,255,254,3,217,255,130,31,32,0,101,0,131,0,175,
18,169,254,153,255,187,194,204,0,0,0,0,255,254,3,216,255,130,31,40,0,102,0,129,0,175,
18,167,254,149,255,185,194,203,0,0,255,255,255,254,3,214,255,132,31,34,0,102,0,133,0,175,
18,165,254,145,255,183,194,203,0,0,0,0,255,254,3,212,255,133,31,31,0,101,0,132,0,175,
18,163,254,140,255,181,194,202,0,0,0,0,255,254,3,213,255,135,31,32,0,103,0,131,0,176,
18,161,254,136,255,180,194,202,0,0,0,0,255,254,3,215,255,135,31,41,0,101,0,133,0,176,
18,159,254,131,255,178,194,201,0,0,0,0,255,254,3,214,255,131,31,40,0,102,0,131,0,175,
18,156,254,127,255,176,194,201,0,0,0,0,255,254,3,218,255,132,31,39,0,102,0,131,0,175,
18,154,254,123,255,174,194,200,0,0,0,0,255,254,3,213,255,132,31,38,0,101,0,132,0,176,
18,100,254,22,255,135,194,187,0,0,0,0,255,254,3,219,255,132,31,36,0,102,0,132,0,175,
18,98,254,18,255,134,194,186,0,0,0,0,255,254,3,222,255,134,31,34,0,102,0,132,0,175,
18,96,254,15,255,133,194,186,0,0,0,0,255,254,3,221,255,134,31,40,0,102,0,133,0,176,
18,94,254,11,255,131,194,185,0,0,0,0,255,254,3,222,255,136,31,40,0,102,0,132,0,175,
18,92,254,8,255,130,194,185,0,0,255,255,255,254,3,223,255,136,31,29,0,102,0,131,0,174,
18,90,254,4,255,128,194,184,0,0,0,0,255,254,3,226,255,133,31,23,0,102,0,131,0,175,
18,88,254,1,255,127,194,184,0,0,0,0,255,254,3,230,255,133,31,26,0,102,0,132,0,176,
18,86,253,253,255,125,194,183,0,0,0,0,255,254,3,227,255,132,31,20,0,102,0,132,0,173,
18,84,253,250,255,124,194,183,0,0,0,0,255,254,3,227,255,130,31,23,0,103,0,131,0,175,
18,82,253,246,255,123,194,182,0,0,0,0,255,254,3,224,255,130,31,29,0,102,0,132,0,176,
18,79,253,243,255,122,194,182,0,0,0,0,255,254,3,221,255,129,31,34,0,101,0,132,0,174,
18,77,253,240,255,120,194,181,0,0,0,0,255,254,3,222,255,132,31,35,0,104,0,131,0,173,
18,75,253,237,255,119,194,181,0,0,0,0,255,254,3,220,255,133,31,35,0,102,0,132,0,175,
18,73,253,234,255,118,194,180,0,0,0,0,255,254,3,222,255,131,31,33,0,102,0,132,0,175,
18,71,253,230,255,117,194,180,0,0,0,0,255,254,3,221,255,134,31,35,0,103,0,131,0,174,
18,69,253,228,255,115,194,179,0,0,0,0,255,254,3,219,255,134,31,35,0,102,0,131,0,175,
18,67,253,224,255,114,194,179,0,0,0,0,255,254,3,221,255,129,31,39,0,102,0,134,0,175,
18,65,253,221,255,113,194,178,0,0,0,0,255,254,3,223,255,129,31,34,0,101,0,131,0,173,
18,63,253,218,255,112,194,178,0,0,0,0,255,254,3,223,255,132,31,36,0,103,0,131,0,175,
18,61,253,215,255,111,194,177,0,0,0,0,255,254,3,222,255,138,31,35,0,100,0,133,0,175,
18,59,253,212,255,109,194,177,0,0,0,0,255,254,3,221,255,138,31,39,0,102,0,131,0,175,
18,57,253,209,255,108,194,176,0,0,0,0,255,254,3,222,255,131,31,42,0,103,0,131,0,175,
18,3,253,138,255,81,194,164,0,0,255,255,255,254,3,217,255,126,31,43,0,103,0,133,0,175,
18,1,253,135,255,80,194,163,0,0,0,0,255,254,3,219,255,127,31,41,0,103,0,131,0,175,
17,255,253,133,255,79,194,163,0,0,0,0,255,254,3,222,255,128,31,39,0,102,0,132,0,175,
17,253,253,130,255,78,194,162,0,0,0,0,255,254,3,222,255,130,31,41,0,102,0,131,0,175,
17,251,253,128,255,77,194,162,0,0,0,0,255,254,3,219,255,131,31,44,0,101,0,134,0,175,
17,249,253,126,255,76,194,161,0,0,0,0,255,254,3,213,255,133,31,28,0,103,0,131,0,175,
17,247,253,123,255,76,194,161,0,0,0,0,255,254,3,215,255,130,31,30,0,102,0,131,0,174,
17,245,253,121,255,75,194,160,0,0,0,0,255,254,3,217,255,133,31,39,0,101,0,132,0,174,
17,243,253,119,255,74,194,160,0,0,255,255,255,254,3,215,255,130,31,34,0,102,0,131,0,174,
17,241,253,116,255,73,194,159,0,0,255,255,255,254,3,218,255,131,31,23,0,103,0,131,0,175,
17,239,253,114,255,72,194,159,0,0,255,255,255,254,3,221,255,133,31,20,0,101,0,133,0,175,
17,237,253,112,255,71,194,158,0,0,0,0,255,254,3,219,255,135,31,27,0,102,0,131,0,175,
17,235,253,109,255,70,194,158,0,0,0,0,255,254,3,221,255,134,31,36,0,102,0,130,0,175,
17,233,253,107,255,69,194,157,0,0,0,0,255,254,3,220,255,133,31,39,0,102,0,133,0,175,
17,231,253,105,255,68,194,157,0,0,0,0,255,254,3,223,255,128,31,45,0,101,0,131,0,175,
17,229,253,102,255,68,194,156,0,0,0,0,255,254,3,219,255,128,31,39,0,101,0,130,0,174,
17,227,253,100,255,67,194,156,0,0,0,0,255,254,3,219,255,127,31,33,0,101,0,132,0,175,
17,225,253,98,255,66,194,155,0,0,0,0,255,254,3,216,255,127,31,31,0,102,0,131,0,175,
17,222,253,96,255,65,194,155,0,0,0,0,255,254,3,215,255,128,31,38,0,103,0,131,0,175,
17,220,253,94,255,64,194,154,0,0,255,255,255,254,3,212,255,129,31,41,0,101,0,132,0,174,
17,218,253,92,255,64,194,154,0,0,0,0,255,254,3,214,255,128,31,36,0,102,0,133,0,175,
17,165,253,42,255,45,194,141,0,0,0,0,255,254,3,219,255,129,31,37,0,103,0,131,0,175,
17,163,253,40,255,44,194,140,0,0,0,0,255,254,3,220,255,130,31,30,0,102,0,133,0,174,
17,161,253,39,255,44,194,140,0,0,0,0,255,254,3,216,255,129,31,36,0,101,0,133,0,175,
17,159,253,37,255,43,194,139,0,0,0,0,255,254,3,218,255,131,31,38,0,102,0,131,0,175,
17,157,253,35,255,42,194,139,0,0,0,0,255,254,3,215,255,134,31,35,0,102,0,131,0,174,
17,155,253,34,255,42,194,138,0,0,0,0,255,254,3,212,255,135,31,35,0,101,0,133,0,175,
17,153,253,32,255,41,194,138,0,0,0,0,255,254,3,211,255,132,31,37,0,103,0,132,0,176,
17,151,253,31,255,41,194,137,0,0,0,0,255,254,3,212,255,129,31,35,0,103,0,131,0,175,
17,149,253,29,255,40,194,137,0,0,0,0,255,254,3,217,255,128,31,31,0,102,0,132,0,175,
17,147,253,27,255,40,194,136,0,0,255,255,255,254,3,218,255,127,31,40,0,101,0,133,0,175,
17,145,253,25,255,39,194,136,0,0,255,255,255,254,3,221,255,129,31,40,0,103,0,132,0,174,
17,143,253,24,255,38,194,135,0,0,0,0,255,254,3,222,255,131,31,36,0,103,0,131,0,174,
17,141,253,22,255,38,194,135,0,0,0,0,255,254,3,220,255,132,31,41,0,101,0,133,0,174,
17,139,253,21,255,37,194,134,0,0,0,0,255,254,3,219,255,130,31,43,0,103,0,131,0,175,
17,137,253,19,255,36,194,134,0,0,0,0,255,254,3,218,255,133,31,38,0,102,0,130,0,175,
17,135,253,18,255,36,194,133,0,0,0,0,255,254,3,216,255,134,31,38,0,101,0,133,0,174,
17,133,253,16,255,35,194,133,0,0,0,0,255,254,3,213,255,128,31,36,0,102,0,132,0,176,
17,131,253,15,255,35,194,132,0,0,0,0,255,254,3,215,255,129,31,37,0,102,0,131,0,175,
17,129,253,13,255,34,194,132,0,0,0,0,255,254,3,218,255,130,31,44,0,101,0,132,0,175,
17,127,253,12,255,34,194,131,0,0,0,0,255,254,3,213,255,125,31,40,0,102,0,132,0,175,
17,125,253,10,255,34,194,131,0,0,0,0,255,254,3,213,255,124,31,33,0,102,0,130,0,175,
17,72,252,230,255,20,194,118,0,0,0,0,255,254,3,229,255,130,31,40,0,102,0,131,0,175,
17,70,252,229,255,20,194,118,0,0,0,0,255,254,3,225,255,134,31,31,0,103,0,131,0,175,
17,68,252,228,255,19,194,117,0,0,0,0,255,254,3,227,255,133,31,37,0,102,0,132,0,175,
17,66,252,227,255,19,194,117,0,0,0,0,255,254,3,225,255,134,31,29,0,103,0,132,0,175,
17,64,252,226,255,19,194,116,0,0,0,0,255,254,3,222,255,130,31,27,0,102,0,133,0,175,
17,62,252,224,255,18,194,116,0,0,0,0,255,254,3,224,255,135,31,27,0,102,0,131,0,174,
17,60,252,223,255,18,194,115,0,0,0,0,255,254,3,226,255,133,31,31,0,102,0,131,0,175,
